__id__,AX1,AX2,AX3,AY1,AY2,AY3,AZ1,AZ2,AZ3,EMG,GX1,GX2,GX3,GY1,GY2,GY3,GZ1,GZ2,GZ3,labels
16:29:59,0.21,0.18,0.19,-1.58,-1.58,-1.57,9.89,9.91,9.94,2,-0.08,,-0.07,0.03,0.03,0.03,-0.02,-0.03,-0.02,N
16:30:02,0.23,0.15,0.18,-1.56,-1.56,-1.54,9.91,9.88,9.84,2,-0.07,,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:30:04,0.16,0.12,0.18,-1.58,-1.56,-1.56,9.9,9.88,9.89,1,-0.07,,-0.08,0.03,0.02,0.03,-0.02,-0.02,-0.02,N
16:30:06,0.19,0.14,0.29,-1.54,-1.63,-1.53,9.94,9.96,9.92,2,-0.07,,-0.08,0.02,0.02,0.02,-0.02,-0.02,-0.02,N
16:30:08,0.18,0.17,0.19,-1.64,-1.6,-1.57,9.86,9.91,9.89,2,-0.08,,-0.08,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:30:11,0.16,0.18,0.2,-1.54,-1.54,-1.58,9.98,9.92,9.92,1,-0.07,,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.03,N
16:30:13,0.14,0.19,0.1,-1.62,-1.56,-1.6,9.96,9.93,9.95,1,-0.08,,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:30:15,0.29,0.2,0.22,-1.57,-1.62,-1.61,9.81,9.91,9.9,2,-0.07,,-0.07,0.02,0.02,0.02,-0.02,-0.02,-0.02,N
16:30:17,0.17,0.19,0.22,-1.56,-1.53,-1.59,9.88,9.9,9.96,1,-0.07,,-0.07,0.03,0.03,0.02,-0.02,-0.02,-0.03,N
16:30:19,0.21,0.13,0.27,-1.52,-1.63,-1.6,9.96,9.84,9.9,2,-0.08,,-0.07,0.03,0.03,0.04,-0.02,-0.02,-0.02,N
16:30:22,0.16,0.24,0.25,-1.6,-1.57,-1.55,9.88,10,9.96,2,-0.07,,-0.06,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:30:24,0.24,0.22,0.19,-1.61,-1.54,-1.59,9.89,9.89,9.93,1,-0.07,,-0.07,0.03,0.03,0.03,-0.02,-0.03,-0.02,N
16:30:26,0.23,0.22,0.24,-1.55,-1.55,-1.54,9.9,9.88,9.93,2,-0.07,,-0.07,0.02,0.03,0.03,-0.02,-0.02,-0.02,N
16:30:28,0.18,0.2,0.15,-1.52,-1.52,-1.56,9.93,9.86,9.9,2,-0.08,,-0.08,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:30:31,0.26,0.17,0.19,-1.54,-1.55,-1.58,9.91,9.86,9.85,1,-0.07,,-0.07,0.02,0.03,0.03,-0.02,-0.03,-0.02,N
16:30:33,0.21,0.18,0.23,-1.49,-1.58,-1.61,9.95,9.86,9.95,1,-0.07,,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.03,N
16:30:35,0.15,0.23,0.24,-1.56,-1.55,-1.53,9.9,9.87,9.96,1,-0.07,,-0.07,0.03,0.03,0.03,-0.02,-0.03,-0.03,N
16:30:38,0.25,0.23,0.17,-1.58,-1.59,-1.59,9.88,9.9,9.88,2,-0.07,,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.03,N
16:30:40,0.2,0.21,0.18,-1.56,-1.66,-1.6,9.92,9.91,9.9,2,-0.07,,-0.08,0.03,0.03,0.04,-0.02,-0.02,-0.02,N
16:30:42,0.18,0.21,0.17,-1.55,-1.61,-1.59,9.93,9.96,9.93,2,-0.08,,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:30:44,0.17,0.27,0.2,-1.62,-1.54,-1.56,9.97,9.89,9.86,2,-0.08,,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:31:42,0.19,0.19,0.23,-1.5,-1.58,-1.54,9.87,9.93,9.88,,-0.07,,-0.07,0.03,0.02,0.02,-0.02,-0.02,-0.02,N
16:31:48,-2.83,-2.65,-3.11,2.87,3.44,3.11,7.93,7.97,8.32,,0.3,,0.28,0.53,0.46,0.47,-0.36,-0.35,-0.36,N
16:32:51,0.3,0.3,0.32,-0.4,-0.34,-0.41,10.1,10.08,10.05,2,-0.07,-0.07,-0.08,0.03,0.03,0.02,-0.02,-0.02,-0.02,N
16:32:57,9.42,9.52,9.63,-4.56,-4.43,-4.28,2.97,3.07,2.91,2,0.79,0.77,0.71,1.09,1.03,0.96,0.46,0.43,0.38,N
16:32:59,6.02,6.22,6.7,-4.49,-4.65,-4.38,5.71,5.97,5.87,2,1.4,1.39,1.32,-0.34,-0.23,-0.22,-0.56,-0.55,-0.51,N
16:33:01,4.57,4.66,4.53,-2.79,-2.87,-2.79,8.43,8.6,8.46,2,-0.09,-0.05,-0.06,0.09,0.12,0.06,-0.02,0,0,N
16:33:03,4.7,4.62,4.7,-2.82,-2.87,-2.85,8.46,8.49,8.48,2,-0.06,-0.07,-0.06,0.1,0.08,0.07,-0.01,-0.01,-0.01,N
16:33:06,3.34,3.14,3.52,-2.84,-2.36,-2.15,9.09,9.36,9.49,2,0.01,0.04,-0.02,-0.38,-0.27,-0.21,-0.31,-0.26,-0.29,N
16:33:08,4.36,4.36,4.38,-2.69,-2.71,-2.38,8.89,8.67,8.96,2,-0.01,-0.04,-0.1,0.01,0.05,0.04,0,0,-0.02,N
16:33:10,4.12,4.13,4.05,-2.49,-2.51,-2.49,8.81,8.9,8.91,1,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.03,-0.03,-0.02,N
16:33:12,4.1,4.12,4.08,-2.39,-2.47,-2.49,8.88,8.89,8.95,2,-0.07,-0.07,-0.07,0.03,0.02,0.03,-0.02,-0.02,-0.02,N
16:33:14,4.01,4.05,4.02,-2.34,-2.39,-2.38,8.86,8.94,8.85,1,-0.08,-0.08,-0.09,0.04,0.03,0.02,-0.02,-0.03,-0.03,N
16:33:17,3.97,3.97,4.03,-2.51,-2.44,-2.5,8.94,8.92,8.96,1,-0.07,-0.08,-0.07,0.04,0.03,0.03,-0.02,-0.02,-0.02,N
16:33:19,4.06,4.1,4.14,-2.54,-2.41,-2.48,8.92,8.78,8.87,2,-0.07,-0.07,-0.07,0.03,0.03,0.02,-0.02,-0.02,-0.02,N
16:33:21,4.24,4.24,4.03,-2.45,-2.36,-2.44,8.93,8.8,8.87,2,-0.05,-0.06,-0.09,0.08,0.04,-0.02,-0.01,0,0.01,N
16:33:23,4.03,4.07,4.18,-2.53,-2.48,-2.46,8.96,8.82,8.91,1,-0.07,-0.07,-0.07,0.02,0.03,0.04,-0.02,-0.02,-0.02,N
16:33:25,4.16,4.13,4.1,-2.48,-2.46,-2.46,8.84,8.98,8.89,1,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.03,-0.02,N
16:33:27,4.05,4.07,4.13,-2.42,-2.49,-2.48,8.91,8.93,8.9,1,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:33:30,4.09,4.12,4.07,-2.49,-2.44,-2.44,8.87,8.95,8.92,1,-0.07,-0.07,-0.08,0.03,0.03,0.02,-0.02,-0.02,-0.02,N
16:33:32,4.11,4.17,4.06,-2.55,-2.56,-2.46,8.95,8.81,8.94,2,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.03,-0.02,-0.02,N
16:33:34,4.05,4.11,4.05,-2.48,-2.47,-2.54,8.88,8.95,8.87,1,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.03,-0.02,-0.03,N
16:33:36,4.07,4.05,4.03,-2.52,-2.47,-2.52,8.87,8.84,8.89,2,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:33:39,4.11,4.15,4.07,-2.47,-2.46,-2.5,8.82,8.92,8.83,2,-0.07,-0.07,-0.07,0.03,0.03,0.02,-0.02,-0.02,-0.02,N
16:33:41,4.09,4.15,4.08,-2.51,-2.46,-2.54,8.88,8.88,8.94,2,-0.07,-0.08,-0.08,0.03,0.03,0.03,-0.03,-0.02,-0.03,N
16:33:43,4.11,4.13,4.13,-2.56,-2.49,-2.44,8.93,8.83,8.88,2,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:33:45,4.06,4.08,4.1,-2.43,-2.52,-2.58,8.86,8.83,8.91,2,-0.07,-0.07,-0.08,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:33:48,4.05,4.07,4.11,-2.48,-2.43,-2.49,8.96,8.85,8.86,2,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:33:50,4.1,4.1,4.08,-2.49,-2.55,-2.53,8.85,8.92,8.82,1,-0.07,-0.07,-0.07,0.03,0.02,0.03,-0.02,-0.02,-0.02,N
16:33:52,4.1,4.04,4.1,-2.51,-2.5,-2.45,8.91,8.82,8.88,1,-0.07,-0.07,-0.07,0.02,0.03,0.03,-0.03,-0.03,-0.02,N
16:33:54,4.12,4.13,4.07,-2.54,-2.48,-2.48,8.94,8.89,8.84,2,-0.07,-0.08,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.03,N
16:33:56,4.02,4.09,4.05,-2.5,-2.51,-2.45,8.87,8.94,8.88,1,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:33:59,4.02,4.09,4.09,-2.49,-2.49,-2.49,8.88,8.9,8.82,2,-0.07,-0.07,-0.07,0.03,0.02,0.03,-0.02,-0.02,-0.02,N
16:34:01,4.1,4.06,4.11,-2.47,-2.49,-2.5,8.96,8.85,8.88,2,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:34:03,4.09,4,4.02,-2.52,-2.58,-2.46,8.94,8.88,8.87,1,-0.08,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:34:06,4.2,4.14,4.21,-2.48,-2.5,-2.5,8.88,8.98,8.99,2,-0.1,-0.09,-0.08,0.04,0.05,0.06,-0.04,-0.03,-0.02,N
16:34:08,4.16,4.13,4.07,-2.5,-2.51,-2.49,8.85,8.96,8.88,2,-0.07,-0.07,-0.07,0.04,0.05,0.05,-0.03,-0.02,-0.03,N
16:34:10,4.11,4.13,4.09,-2.45,-2.49,-2.47,8.83,8.89,8.91,1,-0.07,-0.07,-0.07,0.03,0.03,0.04,-0.02,-0.02,-0.02,N
16:34:12,4.35,4.29,4.29,-2.37,-2.37,-2.46,8.97,8.83,8.92,2,-0.05,-0.07,-0.07,0.06,0.06,0.04,0,0.01,0,N
16:34:15,3.93,3.84,3.88,-2.4,-2.42,-2.4,9.03,9,8.96,2,-0.09,-0.09,-0.09,-0.02,-0.01,0,-0.04,-0.02,-0.02,N
16:34:17,4.17,4,3.83,-2.55,-2.64,-2.69,9.07,8.86,8.96,2,-0.11,-0.01,-0.05,0.04,0.07,0.04,-0.03,-0.01,-0.01,N
16:34:19,4.02,4.01,4.04,-2.49,-2.48,-2.58,8.88,8.97,8.89,1,-0.08,-0.07,-0.07,0.04,0.03,0.03,-0.02,-0.01,-0.02,N
16:34:22,3.99,4.1,4.1,-2.52,-2.44,-2.49,8.86,8.87,8.86,2,-0.07,-0.07,-0.07,0.02,0.02,0.02,-0.02,-0.03,-0.02,N
16:34:25,4.09,3.95,4.05,-2.55,-2.5,-2.49,8.86,8.83,8.82,2,-0.08,-0.09,-0.07,0.02,0,0.02,-0.02,-0.03,-0.03,N
16:34:27,4.07,4.07,4,-2.5,-2.46,-2.44,8.88,8.94,8.82,1,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.03,-0.02,-0.02,N
16:34:30,4.11,4.07,4.05,-2.5,-2.57,-2.53,8.85,8.88,8.92,2,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.03,-0.02,N
16:34:32,4.03,4.07,4.08,-2.49,-2.43,-2.52,8.89,8.89,8.9,1,-0.07,-0.07,-0.07,0.02,0.03,0.02,-0.02,-0.02,-0.02,N
16:34:35,4.18,4.12,4.08,-2.53,-2.52,-2.44,8.99,8.88,8.85,1,-0.07,-0.07,-0.06,0.02,0.03,0.03,-0.02,-0.03,-0.02,N
16:34:37,4.02,4.07,4.11,-2.48,-2.44,-2.5,8.88,8.83,8.96,1,-0.07,-0.07,-0.07,0.03,0.02,0.02,-0.02,-0.02,-0.02,N
16:34:39,4.18,4.18,4.15,-2.55,-2.53,-2.51,8.94,8.97,8.95,1,-0.07,-0.07,-0.07,0.02,0.03,0.03,-0.02,-0.02,-0.02,N
16:34:42,4.06,4.08,4.11,-2.49,-2.53,-2.58,8.89,8.89,9.01,1,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:34:44,4.06,4.13,4.08,-2.49,-2.45,-2.43,8.93,9.05,9.02,1,-0.08,-0.08,-0.08,0.01,0.02,0.04,-0.03,-0.02,-0.02,N
16:34:46,4.08,4.1,4.05,-2.52,-2.46,-2.49,8.89,8.88,8.95,2,-0.08,-0.07,-0.07,0.03,0.02,0.02,-0.02,-0.02,-0.02,N
16:34:49,3.96,3.97,4.01,-2.41,-2.4,-2.57,9.07,9.12,9,2,-0.08,-0.05,-0.05,-0.01,0,0.01,-0.02,-0.03,-0.03,N
16:34:51,4.19,4.15,4.22,-2.47,-2.49,-2.52,8.8,8.84,8.79,1,-0.07,-0.07,-0.08,0.02,0.03,0.03,-0.02,-0.01,-0.02,N
16:34:53,3.99,3.96,4.02,-2.49,-2.47,-2.48,8.92,8.84,8.85,1,-0.07,-0.08,-0.08,0.03,0.03,0.02,-0.02,-0.02,-0.02,N
16:34:55,4.3,4.19,4.24,-2.57,-2.55,-2.42,8.77,8.77,8.86,2,-0.07,-0.07,-0.08,0.04,0.05,0.05,-0.02,-0.03,-0.02,N
16:34:58,4.12,4.09,4.13,-2.54,-2.55,-2.52,8.86,8.85,8.94,1,-0.07,-0.07,-0.07,0.02,0.02,0.02,-0.02,-0.02,-0.02,N
16:35:00,4.09,4.08,4.13,-2.48,-2.42,-2.42,8.85,8.86,8.84,2,-0.06,-0.06,-0.07,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,N
16:35:02,4.25,4.25,4.24,-2.52,-2.42,-2.49,8.83,8.82,8.75,1,-0.05,-0.06,-0.06,0.02,0.04,0.04,-0.02,-0.03,-0.03,N
16:35:04,4.21,4.23,4.07,-2.32,-2.35,-2.5,8.79,8.94,9.02,1,-0.08,-0.09,-0.06,0.04,0.05,0.03,-0.04,-0.05,-0.04,N
16:35:07,4.31,4.28,4.16,-2.46,-2.43,-2.54,8.94,8.82,8.9,1,-0.07,-0.09,-0.09,0.04,0,-0.02,-0.05,-0.06,-0.03,N
16:35:09,3.96,4,4.16,-2.46,-2.51,-2.57,9.3,8.86,9.03,2,-0.06,-0.06,-0.05,0.01,-0.01,0.06,-0.02,-0.01,0,N
16:35:11,4.01,3.94,4.03,-2.43,-2.4,-2.41,8.95,8.94,8.93,2,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:35:13,3.98,4.01,4.07,-2.43,-2.41,-2.45,8.99,8.95,8.95,1,-0.07,-0.07,-0.07,0.02,0.03,0.03,-0.03,-0.03,-0.03,N
16:35:16,4.01,3.97,3.97,-2.43,-2.45,-2.43,8.94,8.83,8.88,2,-0.07,-0.07,-0.07,0.02,0.02,0.02,-0.02,-0.03,-0.03,N
16:35:18,3.96,3.88,3.85,-2.36,-2.37,-2.34,8.93,8.85,8.96,2,-0.08,-0.08,-0.08,0.05,0.04,0.04,-0.02,-0.03,-0.02,N
16:35:20,3.96,3.96,3.9,-2.43,-2.42,-2.39,8.93,8.96,9.01,2,-0.08,-0.08,-0.08,0.06,0.06,0.06,-0.02,-0.02,-0.02,N
16:35:22,4,3.99,3.96,-2.38,-2.42,-2.38,8.95,8.93,9.04,1,-0.07,-0.08,-0.08,0.03,0.02,0.01,-0.02,-0.02,-0.02,N
16:35:24,3.91,3.88,3.96,-2.41,-2.42,-2.39,8.91,8.96,9,2,-0.08,-0.08,-0.08,0.04,0.03,0.03,-0.02,-0.02,-0.02,N
16:35:27,3.93,3.96,3.93,-2.36,-2.41,-2.38,8.92,9,8.96,1,-0.07,-0.07,-0.08,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
16:35:29,3.92,4.02,3.98,-2.49,-2.45,-2.5,9.05,9.02,9.03,2,-0.08,-0.08,-0.08,0.02,0.03,0.03,-0.02,-0.02,-0.02,N
16:35:32,3.9,3.85,3.79,-2.39,-2.38,-2.38,8.94,9,8.91,1,-0.09,-0.08,-0.09,0.05,0.03,0.01,-0.02,-0.02,-0.02,N
16:35:34,4.06,4.13,4.03,-2.66,-2.63,-2.4,9.06,9.25,8.83,2,-0.08,-0.08,-0.08,0.06,0.05,0,0,-0.02,-0.03,N
17:29:06,8.85,8.92,8.94,-3.58,-3.56,-3.59,3.09,3.08,3.13,402,-0.08,-0.08,-0.08,0.03,0.03,0.02,-0.03,-0.03,-0.03,N
17:29:17,8.91,8.95,8.9,-3.55,-3.56,-3.54,3.13,3.15,3.07,416,-0.07,-0.07,-0.07,0.03,0.04,0.03,-0.02,-0.02,-0.02,N
17:29:19,9.07,9.13,8.97,-3.09,-3.04,-3,2.97,2.95,2.98,403,-0.12,-0.12,-0.12,0.01,0.01,0.01,-0.03,-0.02,-0.03,N
17:29:22,8.96,8.94,8.92,-3.35,-3.46,-3.39,3.25,3.21,3.15,398,-0.08,-0.08,-0.08,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
17:29:24,8.9,8.95,9,-3.47,-3.42,-3.52,3.19,3.22,3.25,414,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
17:29:26,8.95,8.9,8.87,-3.51,-3.52,-3.45,3.24,3.17,3.15,414,-0.08,-0.07,-0.08,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
17:29:28,8.98,8.96,8.94,-3.47,-3.5,-3.54,3.14,3.19,3.13,414,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
17:29:30,8.83,8.86,8.82,-3.57,-3.52,-3.51,3.24,3.23,3.27,412,-0.11,-0.11,-0.11,0.03,0.03,0.03,-0.03,-0.04,-0.04,N
17:29:33,8.94,8.95,8.91,-3.47,-3.45,-3.41,3.17,3.09,3.18,414,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
17:29:35,8.87,8.88,8.8,-2.7,-2.6,-2.65,4.02,4.03,4.06,403,-0.09,-0.09,-0.09,0,0,0,-0.03,-0.04,-0.04,N
17:29:37,8.79,8.95,8.91,-2.89,-2.88,-2.87,3.98,3.88,3.95,404,-0.06,-0.07,-0.06,0.03,0.03,0.03,0,0,0,N
17:29:40,8.87,8.88,8.87,-2.89,-2.86,-2.9,3.87,3.85,3.91,412,-0.07,-0.08,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
17:29:42,8.92,8.82,8.9,-2.92,-2.96,-2.93,3.88,3.83,3.84,413,-0.07,-0.07,-0.07,0.03,0.03,0.03,-0.02,-0.02,-0.02,N
17:29:44,8.93,8.86,8.91,-2.94,-2.88,-2.91,3.87,3.85,3.78,410,-0.07,-0.07,-0.07,0.03,0.04,0.04,0,0,0,
17:29:49,8.76,8.79,8.79,-3,-3.01,-2.97,3.76,3.85,3.8,408,-0.06,-0.07,-0.07,0.03,0.03,0.03,-0.03,-0.03,-0.03,
17:29:52,8.66,8.85,8.81,-3,-2.95,-3.02,3.68,3.81,3.74,415,-0.06,-0.06,-0.05,0.05,0.04,0.05,-0.01,-0.01,-0.01,
17:29:57,8.83,8.83,8.76,-3.27,-3.21,-3.42,3.65,3.76,3.7,408,-0.12,-0.11,-0.12,0.03,0.03,0.03,-0.05,-0.06,-0.05,
17:29:59,8.93,8.97,8.97,-3.06,-3.03,-3.02,3.64,3.49,3.64,387,-0.02,-0.01,-0.02,0.03,0.03,0.03,0.02,0.02,0.02,
17:30:03,8.82,8.8,8.79,-3.35,-3.36,-3.34,3.63,3.63,3.7,377,-0.05,-0.05,-0.05,0.03,0.03,0.03,-0.04,-0.04,-0.04,
17:30:06,8.83,8.82,8.73,-3.14,-3.08,-3.12,3.76,3.76,3.73,402,-0.06,-0.06,-0.06,0.02,0.02,0.01,-0.03,-0.03,-0.03,
17:30:09,8.92,8.97,8.89,-3.17,-3.12,-3.09,3.63,3.56,3.52,398,-0.11,-0.1,-0.1,0.03,0.03,0.03,-0.03,-0.03,-0.03,
17:30:11,8.96,8.89,8.85,-3.07,-3.09,-3.11,3.46,3.51,3.57,420,-0.06,-0.06,-0.07,0.02,0.01,0.01,-0.03,-0.02,-0.03,
17:30:13,8.82,8.83,8.88,-3.17,-3.18,-3.13,3.77,3.61,3.74,406,-0.08,-0.08,-0.08,0.01,0.02,0.02,-0.02,-0.02,-0.03,
17:30:16,8.95,8.92,8.87,-3.31,-3.22,-3.14,3.62,3.8,3.68,408,-0.05,-0.05,-0.06,0.07,0.06,0.07,0.01,0.02,0.02,
17:30:18,8.84,8.82,8.84,-2.99,-2.88,-2.92,3.63,3.64,3.66,399,-0.05,-0.05,-0.06,0.04,0.04,0.04,-0.03,-0.03,-0.03,
17:30:20,8.9,8.97,8.9,-3.49,-3.52,-3.5,3.47,3.39,3.39,410,-0.07,-0.07,-0.06,0,0,0.01,0,-0.01,-0.01,
17:30:24,8.86,8.83,8.88,-3.39,-3.42,-3.51,3.54,3.57,3.54,429,-0.07,-0.06,-0.06,0.02,0.03,0.02,-0.02,-0.02,-0.02,
17:30:26,8.91,8.93,8.85,-3.28,-3.22,-3.21,3.78,3.74,3.61,411,-0.08,-0.08,-0.07,0,0.01,0.01,-0.03,-0.03,-0.03,
17:30:29,8.84,8.83,8.87,-3.16,-3.17,-3.12,3.63,3.68,3.75,413,-0.08,-0.08,-0.08,0.02,0.03,0.03,-0.03,-0.03,-0.03,
17:30:33,8.9,8.88,8.87,-3.08,-3.15,-3.05,3.67,3.67,3.65,403,-0.09,-0.09,-0.09,0.03,0.04,0.03,-0.04,-0.04,-0.04,
17:30:36,8.92,8.94,8.98,-3.41,-3.5,-3.35,3.29,3.39,3.51,410,-0.08,-0.08,-0.07,0.02,0.03,0.03,-0.03,-0.03,-0.03,
17:30:38,8.76,8.76,8.72,-2.55,-2.58,-2.61,3.82,3.82,3.8,406,-0.15,-0.16,-0.16,0.04,0.04,0.04,-0.06,-0.06,-0.06,
17:30:40,8.79,8.84,8.8,-3.06,-2.99,-3.01,3.69,3.62,3.72,410,-0.08,-0.08,-0.08,0.02,0.02,0.02,-0.04,-0.03,-0.04,
17:30:43,8.94,8.96,8.87,-3.07,-3.05,-3.05,3.53,3.43,3.51,413,-0.08,-0.09,-0.08,0.01,0.01,0.01,-0.04,-0.03,-0.03,
